raid,boss,name,quality,id,url
"Trial of the Crusader H10",Anub'arak,Anguish,epic,48056,https://wowhead.com/wotlk/item=48056
"Trial of the Crusader H10",Anub'arak,"Ardent Guard",epic,48044,https://wowhead.com/wotlk/item=48044
"Trial of the Crusader H10",Anub'arak,"Argent Resolve",epic,47962,https://wowhead.com/wotlk/item=47962
"Trial of the Crusader H10",Anub'arak,"Baelgun's Heavy Crossbow",epic,47975,https://wowhead.com/wotlk/item=47975
"Trial of the Crusader H10",Anub'arak,"Belt of the Eternal",epic,48054,https://wowhead.com/wotlk/item=48054
"Trial of the Crusader H10",Anub'arak,"Blackhorn Bludgeon",epic,48050,https://wowhead.com/wotlk/item=48050
"Trial of the Crusader H10",Anub'arak,"Bulwark of the Royal Guard",epic,47978,https://wowhead.com/wotlk/item=47978
"Trial of the Crusader H10",Anub'arak,"Chestguard of the Warden",epic,47964,https://wowhead.com/wotlk/item=47964
"Trial of the Crusader H10",Anub'arak,"Cinch of the Undying",epic,47977,https://wowhead.com/wotlk/item=47977
"Trial of the Crusader H10",Anub'arak,"Cold Convergence",epic,47968,https://wowhead.com/wotlk/item=47968
"Trial of the Crusader H10",Anub'arak,"Crusader's Glory",epic,47967,https://wowhead.com/wotlk/item=47967
"Trial of the Crusader H10",Anub'arak,"Darkmaw Crossbow",epic,48052,https://wowhead.com/wotlk/item=48052
"Trial of the Crusader H10",Anub'arak,"Fordragon Blades",epic,47979,https://wowhead.com/wotlk/item=47979
"Trial of the Crusader H10",Anub'arak,"Forsaken Bonecarver",epic,48048,https://wowhead.com/wotlk/item=48048
"Trial of the Crusader H10",Anub'arak,"Frostblade Hatchet",epic,48043,https://wowhead.com/wotlk/item=48043
"Trial of the Crusader H10",Anub'arak,"Helm of the Crypt Lord",epic,48042,https://wowhead.com/wotlk/item=48042
"Trial of the Crusader H10",Anub'arak,"Helmet of the Crypt Lord",epic,47965,https://wowhead.com/wotlk/item=47965
"Trial of the Crusader H10",Anub'arak,"Legplates of the Immortal Spider",epic,47976,https://wowhead.com/wotlk/item=47976
"Trial of the Crusader H10",Anub'arak,"Legplates of the Redeemed Blood Knight",epic,48047,https://wowhead.com/wotlk/item=48047
"Trial of the Crusader H10",Anub'arak,"Legplates of the Silver Hand",epic,47970,https://wowhead.com/wotlk/item=47970
"Trial of the Crusader H10",Anub'arak,"Mace of the Earthborn Chieftain",epic,48039,https://wowhead.com/wotlk/item=48039
"Trial of the Crusader H10",Anub'arak,"Pauldrons of the Shadow Hunter",epic,48046,https://wowhead.com/wotlk/item=48046
"Trial of the Crusader H10",Anub'arak,"Pauldrons of the Timeless Hunter",epic,47969,https://wowhead.com/wotlk/item=47969
"Trial of the Crusader H10",Anub'arak,Perdition,epic,48045,https://wowhead.com/wotlk/item=48045
"Trial of the Crusader H10",Anub'arak,"Pride of the Kor'kron",epic,48040,https://wowhead.com/wotlk/item=48040
"Trial of the Crusader H10",Anub'arak,"Robes of the Sleepless",epic,48051,https://wowhead.com/wotlk/item=48051
"Trial of the Crusader H10",Anub'arak,"Shoulderpads of the Snow Bandit",epic,48049,https://wowhead.com/wotlk/item=48049
"Trial of the Crusader H10",Anub'arak,"Spaulders of the Snow Bandit",epic,47972,https://wowhead.com/wotlk/item=47972
"Trial of the Crusader H10",Anub'arak,"Stoneskin Chestplate",epic,48041,https://wowhead.com/wotlk/item=48041
"Trial of the Crusader H10",Anub'arak,"Sunwalker Legguards",epic,48053,https://wowhead.com/wotlk/item=48053
"Trial of the Crusader H10",Anub'arak,"The Grinder",epic,47973,https://wowhead.com/wotlk/item=47973
"Trial of the Crusader H10",Anub'arak,"The Lion's Maw",epic,47966,https://wowhead.com/wotlk/item=47966
"Trial of the Crusader H10",Anub'arak,"Vestments of the Sleepless",epic,47974,https://wowhead.com/wotlk/item=47974
"Trial of the Crusader H10",Anub'arak,"Vigilant Ward",epic,47963,https://wowhead.com/wotlk/item=47963
"Trial of the Crusader H10",Anub'arak,"Westfall Saber",epic,47971,https://wowhead.com/wotlk/item=47971
"Trial of the Crusader N25",Recipes,"Pattern: Bejeweled Wizard's Bracers",epic,47639,https://wowhead.com/wotlk/item=47639
"Trial of the Crusader N25",Recipes,"Pattern: Black Chitin Bracers",epic,47646,https://wowhead.com/wotlk/item=47646
"Trial of the Crusader N25",Recipes,"Pattern: Bracers of Swift Death",epic,47635,https://wowhead.com/wotlk/item=47635
"Trial of the Crusader N25",Recipes,"Pattern: Crusader's Dragonscale Bracers",epic,47648,https://wowhead.com/wotlk/item=47648
"Trial of the Crusader N25",Recipes,"Pattern: Crusader's Dragonscale Breastplate",epic,47630,https://wowhead.com/wotlk/item=47630
"Trial of the Crusader N25",Recipes,"Pattern: Ensorcelled Nerubian Breastplate",epic,47628,https://wowhead.com/wotlk/item=47628
"Trial of the Crusader N25",Recipes,"Pattern: Knightbane Carapace",epic,47651,https://wowhead.com/wotlk/item=47651
"Trial of the Crusader N25",Recipes,"Pattern: Lunar Eclipse Robes",epic,47632,https://wowhead.com/wotlk/item=47632
"Trial of the Crusader N25",Recipes,"Pattern: Merlin's Robe",epic,47655,https://wowhead.com/wotlk/item=47655
"Trial of the Crusader N25",Recipes,"Pattern: Moonshadow Armguards",epic,47653,https://wowhead.com/wotlk/item=47653
"Trial of the Crusader N25",Recipes,"Pattern: Royal Moonshroud Bracers",epic,47637,https://wowhead.com/wotlk/item=47637
"Trial of the Crusader N25",Recipes,"Pattern: Royal Moonshroud Robe",epic,47657,https://wowhead.com/wotlk/item=47657
"Trial of the Crusader N25",Recipes,"Plans: Breastplate of the White Knight",epic,47640,https://wowhead.com/wotlk/item=47640
"Trial of the Crusader N25",Recipes,"Plans: Saronite Swordbreakers",epic,47641,https://wowhead.com/wotlk/item=47641
"Trial of the Crusader N25",Recipes,"Plans: Sunforged Bracers",epic,47627,https://wowhead.com/wotlk/item=47627
"Trial of the Crusader N25",Recipes,"Plans: Sunforged Breastplate",epic,47643,https://wowhead.com/wotlk/item=47643
"Trial of the Crusader N25",Recipes,"Plans: Titanium Razorplate",epic,47644,https://wowhead.com/wotlk/item=47644
"Trial of the Crusader N25",Recipes,"Plans: Titanium Spikeguards",epic,47645,https://wowhead.com/wotlk/item=47645
"Trial of the Crusader N25",Tokens,"Crusader Orb",rare,47556,https://wowhead.com/wotlk/item=47556
"Trial of the Crusader N25",Tokens,"Trophy of the Crusade",epic,47242,https://wowhead.com/wotlk/item=47242
"Trial of the Crusader N25",Icehowl,"Barb of Tarasque",epic,47261,https://wowhead.com/wotlk/item=47261
"Trial of the Crusader N25",Icehowl,"Belt of the Tenebrous Mist",epic,47258,https://wowhead.com/wotlk/item=47258
"Trial of the Crusader N25",Icehowl,"Binding of the Ice Burrower",epic,47265,https://wowhead.com/wotlk/item=47265
"Trial of the Crusader N25",Icehowl,"Boneshatter Armplates",epic,46961,https://wowhead.com/wotlk/item=46961
"Trial of the Crusader N25",Icehowl,"Boneshatter Vambraces",epic,47253,https://wowhead.com/wotlk/item=47253
"Trial of the Crusader N25",Icehowl,"Boots of the Courageous",epic,46985,https://wowhead.com/wotlk/item=46985
"Trial of the Crusader N25",Icehowl,"Boots of the Harsh Winter",epic,47262,https://wowhead.com/wotlk/item=47262
"Trial of the Crusader N25",Icehowl,"Boots of the Unrelenting Storm",epic,46988,https://wowhead.com/wotlk/item=46988
"Trial of the Crusader N25",Icehowl,"Breastplate of Cruel Intent",epic,46960,https://wowhead.com/wotlk/item=46960
"Trial of the Crusader N25",Icehowl,"Chestplate of the Towering Monstrosity",epic,46962,https://wowhead.com/wotlk/item=46962
"Trial of the Crusader N25",Icehowl,"Cord of the Tenebrous Mist",epic,46972,https://wowhead.com/wotlk/item=46972
"Trial of the Crusader N25",Icehowl,"Cuirass of Cruel Intent",epic,47251,https://wowhead.com/wotlk/item=47251
"Trial of the Crusader N25",Icehowl,"Drape of the Refreshing Winds",epic,47256,https://wowhead.com/wotlk/item=47256
"Trial of the Crusader N25",Icehowl,"Drape of the Untamed Predator",epic,46970,https://wowhead.com/wotlk/item=46970
"Trial of the Crusader N25",Icehowl,"Forlorn Barrier",epic,47260,https://wowhead.com/wotlk/item=47260
"Trial of the Crusader N25",Icehowl,"Hauberk of the Towering Monstrosity",epic,47254,https://wowhead.com/wotlk/item=47254
"Trial of the Crusader N25",Icehowl,"Leggings of the Broken Beast",epic,46974,https://wowhead.com/wotlk/item=46974
"Trial of the Crusader N25",Icehowl,"Ring of the Violent Temperament",epic,47252,https://wowhead.com/wotlk/item=47252
"Trial of the Crusader N25",Icehowl,"Sabatons of the Courageous",epic,47263,https://wowhead.com/wotlk/item=47263
"Trial of the Crusader N25",Icehowl,"Shawl of the Refreshing Winds",epic,46976,https://wowhead.com/wotlk/item=46976
"Trial of the Crusader N25",Icehowl,"Stygian Bladebreaker",epic,47255,https://wowhead.com/wotlk/item=47255
"Trial of the Crusader N25",Jaraxxus,"Bindings of the Autumn Willow",epic,47277,https://wowhead.com/wotlk/item=47277
"Trial of the Crusader N25",Jaraxxus,"Blood Fury",epic,47266,https://wowhead.com/wotlk/item=47266
"Trial of the Crusader N25",Jaraxxus,"Bracers of Cloudy Omen",epic,47056,https://wowhead.com/wotlk/item=47056
"Trial of the Crusader N25",Jaraxxus,"Charge of the Eredar",epic,47272,https://wowhead.com/wotlk/item=47272
"Trial of the Crusader N25",Jaraxxus,"Circle of the Darkmender",epic,47278,https://wowhead.com/wotlk/item=47278
"Trial of the Crusader N25",Jaraxxus,"Dawnbreaker Greaves",epic,46997,https://wowhead.com/wotlk/item=46997
"Trial of the Crusader N25",Jaraxxus,"Dawnbreaker Sabatons",epic,47269,https://wowhead.com/wotlk/item=47269
"Trial of the Crusader N25",Jaraxxus,"Death's Head Crossbow",epic,47267,https://wowhead.com/wotlk/item=47267
"Trial of the Crusader N25",Jaraxxus,"Leggings of Failing Light",epic,47279,https://wowhead.com/wotlk/item=47279
"Trial of the Crusader N25",Jaraxxus,"Leggings of the Soothing Touch",epic,47051,https://wowhead.com/wotlk/item=47051
"Trial of the Crusader N25",Jaraxxus,"Legguards of Feverish Dedication",epic,47052,https://wowhead.com/wotlk/item=47052
"Trial of the Crusader N25",Jaraxxus,"Legplates of Failing Light",epic,47057,https://wowhead.com/wotlk/item=47057
"Trial of the Crusader N25",Jaraxxus,"Legplates of Feverish Dedication",epic,47273,https://wowhead.com/wotlk/item=47273
"Trial of the Crusader N25",Jaraxxus,"Lionhead Slasher",epic,46996,https://wowhead.com/wotlk/item=46996
"Trial of the Crusader N25",Jaraxxus,"Pants of the Soothing Touch",epic,47274,https://wowhead.com/wotlk/item=47274
"Trial of the Crusader N25",Jaraxxus,"Pride of the Demon Lord",epic,47275,https://wowhead.com/wotlk/item=47275
"Trial of the Crusader N25",Jaraxxus,"Pride of the Eredar",epic,47042,https://wowhead.com/wotlk/item=47042
"Trial of the Crusader N25",Jaraxxus,"Solace of the Defeated",epic,47041,https://wowhead.com/wotlk/item=47041
"Trial of the Crusader N25",Jaraxxus,"Solace of the Fallen",epic,47271,https://wowhead.com/wotlk/item=47271
"Trial of the Crusader N25",Jaraxxus,"Symbol of Transgression",epic,47053,https://wowhead.com/wotlk/item=47053
"Trial of the Crusader N25",Jaraxxus,"Talisman of Heedless Sins",epic,47276,https://wowhead.com/wotlk/item=47276
"Trial of the Crusader N25",Jaraxxus,Talonstrike,epic,46994,https://wowhead.com/wotlk/item=46994
"Trial of the Crusader N25",Jaraxxus,"Vest of Calamitous Fate",epic,47270,https://wowhead.com/wotlk/item=47270
"Trial of the Crusader N25",Jaraxxus,"Wristwraps of Cloudy Omen",epic,47280,https://wowhead.com/wotlk/item=47280
"Trial of the Crusader N25",Cache,"Band of Callous Aggression",epic,47282,https://wowhead.com/wotlk/item=47282
"Trial of the Crusader N25",Cache,"Bastion of Purity",epic,47079,https://wowhead.com/wotlk/item=47079
"Trial of the Crusader N25",Cache,"Bastion of Resolve",epic,47287,https://wowhead.com/wotlk/item=47287
"Trial of the Crusader N25",Cache,"Belt of Biting Cold",epic,47286,https://wowhead.com/wotlk/item=47286
"Trial of the Crusader N25",Cache,"Belt of Bloodied Scars",epic,47283,https://wowhead.com/wotlk/item=47283
"Trial of the Crusader N25",Cache,"Boots of the Mourning Widow",epic,47092,https://wowhead.com/wotlk/item=47092
"Trial of the Crusader N25",Cache,"Boots of Tremoring Earth",epic,47090,https://wowhead.com/wotlk/item=47090
"Trial of the Crusader N25",Cache,"Bracers of the Broken Bond",epic,47294,https://wowhead.com/wotlk/item=47294
"Trial of the Crusader N25",Cache,"Bracers of the Silent Massacre",epic,47281,https://wowhead.com/wotlk/item=47281
"Trial of the Crusader N25",Cache,"Bracers of the Untold Massacre",epic,47073,https://wowhead.com/wotlk/item=47073
"Trial of the Crusader N25",Cache,"Chestplate of the Frostborn Hero",epic,47082,https://wowhead.com/wotlk/item=47082
"Trial of the Crusader N25",Cache,"Chestplate of the Frostwolf Hero",epic,47288,https://wowhead.com/wotlk/item=47288
"Trial of the Crusader N25",Cache,"Cloak of Displacement",epic,47089,https://wowhead.com/wotlk/item=47089
"Trial of the Crusader N25",Cache,"Cord of Biting Cold",epic,47081,https://wowhead.com/wotlk/item=47081
"Trial of the Crusader N25",Cache,"Dual-blade Butcher",epic,47285,https://wowhead.com/wotlk/item=47285
"Trial of the Crusader N25",Cache,"Girdle of Bloodied Scars",epic,47072,https://wowhead.com/wotlk/item=47072
"Trial of the Crusader N25",Cache,"Icewalker Treads",epic,47284,https://wowhead.com/wotlk/item=47284
"Trial of the Crusader N25",Cache,"Juggernaut's Vitality",epic,47290,https://wowhead.com/wotlk/item=47290
"Trial of the Crusader N25",Cache,Justicebringer,epic,47069,https://wowhead.com/wotlk/item=47069
"Trial of the Crusader N25",Cache,"Leggings of Concealed Hatred",epic,47289,https://wowhead.com/wotlk/item=47289
"Trial of the Crusader N25",Cache,"Legguards of Concealed Hatred",epic,47083,https://wowhead.com/wotlk/item=47083
"Trial of the Crusader N25",Cache,"Ring of Callous Aggression",epic,47070,https://wowhead.com/wotlk/item=47070
"Trial of the Crusader N25",Cache,"Robes of the Shattered Fellowship",epic,47292,https://wowhead.com/wotlk/item=47292
"Trial of the Crusader N25",Cache,"Sabatons of Tremoring Earth",epic,47295,https://wowhead.com/wotlk/item=47295
"Trial of the Crusader N25",Cache,"Sandals of the Mourning Widow",epic,47293,https://wowhead.com/wotlk/item=47293
"Trial of the Crusader N25",Cache,"Satrina's Impeding Scarab",epic,47080,https://wowhead.com/wotlk/item=47080
"Trial of the Crusader N25",Cache,"Shroud of Displacement",epic,47291,https://wowhead.com/wotlk/item=47291
"Trial of the Crusader N25",Cache,"Treads of the Icewalker",epic,47071,https://wowhead.com/wotlk/item=47071
"Trial of the Crusader N25",Cache,"Vambraces of the Broken Bond",epic,47093,https://wowhead.com/wotlk/item=47093
"Trial of the Crusader N25",Cache,"Vestments of the Shattered Fellowship",epic,47094,https://wowhead.com/wotlk/item=47094
"Trial of the Crusader N25",Val'kyr,"Belt of Pale Thorns",epic,47308,https://wowhead.com/wotlk/item=47308
"Trial of the Crusader N25",Val'kyr,"Bindings of Dark Essence",epic,47141,https://wowhead.com/wotlk/item=47141
"Trial of the Crusader N25",Val'kyr,"Breastplate of the Frozen Lake",epic,47142,https://wowhead.com/wotlk/item=47142
"Trial of the Crusader N25",Val'kyr,"Chalice of Searing Light",epic,47138,https://wowhead.com/wotlk/item=47138
"Trial of the Crusader N25",Val'kyr,"Chestplate of the Frozen Lake",epic,47310,https://wowhead.com/wotlk/item=47310
"Trial of the Crusader N25",Val'kyr,"Cord of Pale Thorns",epic,47140,https://wowhead.com/wotlk/item=47140
"Trial of the Crusader N25",Val'kyr,"Cry of the Val'kyr",epic,47307,https://wowhead.com/wotlk/item=47307
"Trial of the Crusader N25",Val'kyr,"Dark Essence Bindings",epic,47306,https://wowhead.com/wotlk/item=47306
"Trial of the Crusader N25",Val'kyr,"Emblem of Triumph",epic,47241,https://wowhead.com/wotlk/item=47241
"Trial of the Crusader N25",Val'kyr,"Mystifying Charm",epic,47309,https://wowhead.com/wotlk/item=47309
"Trial of the Crusader N25",Val'kyr,"Wail of the Val'kyr",epic,47139,https://wowhead.com/wotlk/item=47139
"Trial of the Crusader N25",Anub'arak,"Armbands of Dark Determination",epic,47313,https://wowhead.com/wotlk/item=47313
"Trial of the Crusader N25",Anub'arak,"Band of the Traitor King",epic,47315,https://wowhead.com/wotlk/item=47315
"Trial of the Crusader N25",Anub'arak,"Bindings of the Ashen Saint",epic,47324,https://wowhead.com/wotlk/item=47324
"Trial of the Crusader N25",Anub'arak,"Boots of the Icy Floe",epic,47321,https://wowhead.com/wotlk/item=47321
"Trial of the Crusader N25",Anub'arak,"Bracers of Dark Determination",epic,47151,https://wowhead.com/wotlk/item=47151
"Trial of the Crusader N25",Anub'arak,"Breeches of the Deepening Void",epic,47317,https://wowhead.com/wotlk/item=47317
"Trial of the Crusader N25",Anub'arak,"Chestguard of Flowing Elements",epic,47204,https://wowhead.com/wotlk/item=47204
"Trial of the Crusader N25",Anub'arak,"Gauntlets of Bitter Reprisal",epic,47330,https://wowhead.com/wotlk/item=47330
"Trial of the Crusader N25",Anub'arak,"Girdle of the Forgotten Martyr",epic,47323,https://wowhead.com/wotlk/item=47323
"Trial of the Crusader N25",Anub'arak,"Gloves of the Lifeless Touch",epic,47235,https://wowhead.com/wotlk/item=47235
"Trial of the Crusader N25",Anub'arak,"Greaves of the Saronite Citadel",epic,47312,https://wowhead.com/wotlk/item=47312
"Trial of the Crusader N25",Anub'arak,"Handwraps of the Lifeless Touch",epic,47326,https://wowhead.com/wotlk/item=47326
"Trial of the Crusader N25",Anub'arak,"Hellion Glaive",epic,47329,https://wowhead.com/wotlk/item=47329
"Trial of the Crusader N25",Anub'arak,"Hellscream Slicer",epic,47314,https://wowhead.com/wotlk/item=47314
"Trial of the Crusader N25",Anub'arak,"Leggings of the Awakening",epic,47318,https://wowhead.com/wotlk/item=47318
"Trial of the Crusader N25",Anub'arak,"Leggings of the Deepening Void",epic,47187,https://wowhead.com/wotlk/item=47187
"Trial of the Crusader N25",Anub'arak,"Leggings of the Lurking Threat",epic,47319,https://wowhead.com/wotlk/item=47319
"Trial of the Crusader N25",Anub'arak,"Lurid Manifestation",epic,47327,https://wowhead.com/wotlk/item=47327
"Trial of the Crusader N25",Anub'arak,"Maiden's Adoration",epic,47328,https://wowhead.com/wotlk/item=47328
"Trial of the Crusader N25",Anub'arak,"Misery's End",epic,47193,https://wowhead.com/wotlk/item=47193
"Trial of the Crusader N25",Anub'arak,"Reign of the Dead",epic,47316,https://wowhead.com/wotlk/item=47316
"Trial of the Crusader N25",Anub'arak,"Stormpike Cleaver",epic,47148,https://wowhead.com/wotlk/item=47148
"Trial of the Crusader N25",Anub'arak,"Suffering's End",epic,47322,https://wowhead.com/wotlk/item=47322
"Trial of the Crusader N25",Anub'arak,"Waistguard of Deathly Dominion",epic,47311,https://wowhead.com/wotlk/item=47311
"Trial of the Crusader N10",Icehowl,"Acidmaw Boots",epic,47608,https://wowhead.com/wotlk/item=47608
"Trial of the Crusader N10",Icehowl,"Acidmaw Treads",epic,47853,https://wowhead.com/wotlk/item=47853
"Trial of the Crusader N10",Icehowl,"Armbands of the Northern Stalker",epic,47610,https://wowhead.com/wotlk/item=47610
"Trial of the Crusader N10",Icehowl,"Belt of the Frozen Reach",epic,47615,https://wowhead.com/wotlk/item=47615
"Trial of the Crusader N10",Icehowl,"Belt of the Impaler",epic,47859,https://wowhead.com/wotlk/item=47859
"Trial of the Crusader N10",Icehowl,"Bracers of the Northern Stalker",epic,47850,https://wowhead.com/wotlk/item=47850
"Trial of the Crusader N10",Icehowl,"Carnivorous Band",epic,47578,https://wowhead.com/wotlk/item=47578
"Trial of the Crusader N10",Icehowl,"Collar of Ceaseless Torment",epic,47607,https://wowhead.com/wotlk/item=47607
"Trial of the Crusader N10",Icehowl,"Collar of Unending Torment",epic,47849,https://wowhead.com/wotlk/item=47849
"Trial of the Crusader N10",Icehowl,"Dreadscale Armguards",epic,47611,https://wowhead.com/wotlk/item=47611
"Trial of the Crusader N10",Icehowl,"Dreadscale Bracers",epic,47852,https://wowhead.com/wotlk/item=47852
"Trial of the Crusader N10",Icehowl,"Gauntlets of Mounting Anger",epic,47851,https://wowhead.com/wotlk/item=47851
"Trial of the Crusader N10",Icehowl,"Gauntlets of Rising Anger",epic,47609,https://wowhead.com/wotlk/item=47609
"Trial of the Crusader N10",Icehowl,"Girdle of the Frozen Reach",epic,47858,https://wowhead.com/wotlk/item=47858
"Trial of the Crusader N10",Icehowl,"Girdle of the Impaler",epic,47614,https://wowhead.com/wotlk/item=47614
"Trial of the Crusader N10",Icehowl,"Gormok's Band",epic,47854,https://wowhead.com/wotlk/item=47854
"Trial of the Crusader N10",Icehowl,"Icehowl Binding",epic,47855,https://wowhead.com/wotlk/item=47855
"Trial of the Crusader N10",Icehowl,"Icehowl Cinch",epic,47617,https://wowhead.com/wotlk/item=47617
"Trial of the Crusader N10",Icehowl,"Pauldrons of the Glacial Wilds",epic,47857,https://wowhead.com/wotlk/item=47857
"Trial of the Crusader N10",Icehowl,"Pauldrons of the Spirit Walker",epic,47860,https://wowhead.com/wotlk/item=47860
"Trial of the Crusader N10",Icehowl,"Rod of Imprisoned Souls",epic,47612,https://wowhead.com/wotlk/item=47612
"Trial of the Crusader N10",Icehowl,"Scepter of Imprisoned Souls",epic,47856,https://wowhead.com/wotlk/item=47856
"Trial of the Crusader N10",Icehowl,"Shoulderguards of the Spirit Walker",epic,47616,https://wowhead.com/wotlk/item=47616
"Trial of the Crusader N10",Icehowl,"Shoulderpads of the Glacial Wilds",epic,47613,https://wowhead.com/wotlk/item=47613
"Trial of the Crusader N10",Jaraxxus,"Amulet of Binding Elements",epic,47619,https://wowhead.com/wotlk/item=47619
"Trial of the Crusader N10",Jaraxxus,"Armguards of the Nether Lord",epic,47680,https://wowhead.com/wotlk/item=47680
"Trial of the Crusader N10",Jaraxxus,"Armplates of the Nether Lord",epic,47869,https://wowhead.com/wotlk/item=47869
"Trial of the Crusader N10",Jaraxxus,"Belt of the Bloodhoof Emissary",epic,47863,https://wowhead.com/wotlk/item=47863
"Trial of the Crusader N10",Jaraxxus,"Belt of the Nether Champion",epic,47870,https://wowhead.com/wotlk/item=47870
"Trial of the Crusader N10",Jaraxxus,"Belt of the Winter Solstice",epic,47669,https://wowhead.com/wotlk/item=47669
"Trial of the Crusader N10",Jaraxxus,"Boots of Tortured Space",epic,49235,https://wowhead.com/wotlk/item=49235
"Trial of the Crusader N10",Jaraxxus,"Darkspear Ritual Binding",epic,47866,https://wowhead.com/wotlk/item=47866
"Trial of the Crusader N10",Jaraxxus,"Dirk of the Night Watch",epic,47676,https://wowhead.com/wotlk/item=47676
"Trial of the Crusader N10",Jaraxxus,"Endurance of the Infernal",epic,47679,https://wowhead.com/wotlk/item=47679
"Trial of the Crusader N10",Jaraxxus,"Felspark Bindings",epic,47663,https://wowhead.com/wotlk/item=47663
"Trial of the Crusader N10",Jaraxxus,"Felspark Bracers",epic,47861,https://wowhead.com/wotlk/item=47861
"Trial of the Crusader N10",Jaraxxus,"Firestorm Band",epic,47862,https://wowhead.com/wotlk/item=47862
"Trial of the Crusader N10",Jaraxxus,"Firestorm Ring",epic,47618,https://wowhead.com/wotlk/item=47618
"Trial of the Crusader N10",Jaraxxus,"Fortitude of the Infernal",epic,47872,https://wowhead.com/wotlk/item=47872
"Trial of the Crusader N10",Jaraxxus,"Girdle of the Farseer",epic,47621,https://wowhead.com/wotlk/item=47621
"Trial of the Crusader N10",Jaraxxus,"Girdle of the Nether Champion",epic,47711,https://wowhead.com/wotlk/item=47711
"Trial of the Crusader N10",Jaraxxus,"Leggings of the Demonic Messenger",epic,47620,https://wowhead.com/wotlk/item=47620
"Trial of the Crusader N10",Jaraxxus,"Legwraps of the Demonic Messenger",epic,47865,https://wowhead.com/wotlk/item=47865
"Trial of the Crusader N10",Jaraxxus,"Orcish Deathblade",epic,47871,https://wowhead.com/wotlk/item=47871
"Trial of the Crusader N10",Jaraxxus,"Pendant of Binding Elements",epic,47864,https://wowhead.com/wotlk/item=47864
"Trial of the Crusader N10",Jaraxxus,"Planestalker Band",epic,47868,https://wowhead.com/wotlk/item=47868
"Trial of the Crusader N10",Jaraxxus,"Planestalker Signet",epic,47703,https://wowhead.com/wotlk/item=47703
"Trial of the Crusader N10",Jaraxxus,"Sabatons of Tortured Space",epic,49236,https://wowhead.com/wotlk/item=49236
"Trial of the Crusader N10",Jaraxxus,"Sentinel Scouting Greaves",epic,47683,https://wowhead.com/wotlk/item=47683
"Trial of the Crusader N10",Jaraxxus,"Warsong Poacher's Greaves",epic,47867,https://wowhead.com/wotlk/item=47867
"Trial of the Crusader N10",Cache,"Binding Light",epic,47728,https://wowhead.com/wotlk/item=47728
"Trial of the Crusader N10",Cache,"Binding Stone",epic,47880,https://wowhead.com/wotlk/item=47880
"Trial of the Crusader N10",Cache,"Blade of the Silver Disciple",epic,47724,https://wowhead.com/wotlk/item=47724
"Trial of the Crusader N10",Cache,"Eitrigg's Oath",epic,47882,https://wowhead.com/wotlk/item=47882
"Trial of the Crusader N10",Cache,"Faceplate of the Silver Champion",epic,47717,https://wowhead.com/wotlk/item=47717
"Trial of the Crusader N10",Cache,"Fervor of the Frostborn",epic,47727,https://wowhead.com/wotlk/item=47727
"Trial of the Crusader N10",Cache,"Fetish of Volatile Power",epic,47879,https://wowhead.com/wotlk/item=47879
"Trial of the Crusader N10",Cache,"Gloves of the Silver Assassin",epic,47719,https://wowhead.com/wotlk/item=47719
"Trial of the Crusader N10",Cache,"Helm of the Silver Ranger",epic,47718,https://wowhead.com/wotlk/item=47718
"Trial of the Crusader N10",Cache,"Pauldrons of the Silver Defender",epic,47720,https://wowhead.com/wotlk/item=47720
"Trial of the Crusader N10",Cache,"Sandals of the Silver Magus",epic,47721,https://wowhead.com/wotlk/item=47721
"Trial of the Crusader N10",Cache,"Sunreaver Assassin's Gloves",epic,47878,https://wowhead.com/wotlk/item=47878
"Trial of the Crusader N10",Cache,"Sunreaver Champion's Faceplate",epic,47876,https://wowhead.com/wotlk/item=47876
"Trial of the Crusader N10",Cache,"Sunreaver Defender's Pauldrons",epic,47877,https://wowhead.com/wotlk/item=47877
"Trial of the Crusader N10",Cache,"Sunreaver Disciple's Blade",epic,47874,https://wowhead.com/wotlk/item=47874
"Trial of the Crusader N10",Cache,"Sunreaver Magus' Sandals",epic,47873,https://wowhead.com/wotlk/item=47873
"Trial of the Crusader N10",Cache,"Sunreaver Ranger's Helm",epic,47875,https://wowhead.com/wotlk/item=47875
"Trial of the Crusader N10",Cache,"Talisman of Volatile Power",epic,47726,https://wowhead.com/wotlk/item=47726
"Trial of the Crusader N10",Cache,"Vengeance of the Forsaken",epic,47881,https://wowhead.com/wotlk/item=47881
"Trial of the Crusader N10",Cache,"Victor's Call",epic,47725,https://wowhead.com/wotlk/item=47725
"Trial of the Crusader N10",Val'kyr,"Boots of the Grieving Soul",epic,49231,https://wowhead.com/wotlk/item=49231
"Trial of the Crusader N10",Val'kyr,"Chalice of Benedictus",epic,47742,https://wowhead.com/wotlk/item=47742
"Trial of the Crusader N10",Val'kyr,"Darkbane Amulet",epic,47890,https://wowhead.com/wotlk/item=47890
"Trial of the Crusader N10",Val'kyr,"Darkbane Pendant",epic,47747,https://wowhead.com/wotlk/item=47747
"Trial of the Crusader N10",Val'kyr,Enlightenment,epic,47743,https://wowhead.com/wotlk/item=47743
"Trial of the Crusader N10",Val'kyr,"Gloves of Looming Shadow",epic,47745,https://wowhead.com/wotlk/item=47745
"Trial of the Crusader N10",Val'kyr,"Gloves of the Azure Prophet",epic,47744,https://wowhead.com/wotlk/item=47744
